***************************************************************************
   Basal area data for ring 1 - ring 5
1      65     108       108       110       114       118       118       118
1      66     163       164       167       174       179       180       180
1      67      47        47        47        47        47        47        47
1      68      91        91        92        94        96        97        97
1      69     149       149       151       157       164       164       165
1      70      69        69        69        69        69        69        69
1      71     110       110       112       116       120       120       121
1      72     105       105       107       112       117       117       117
1      73      46        46        46        46        46        46        46
1      74     131       131       134       138       142       143       143
1      75      89        88        89        89        90        90        90
1      76     132       132       135       142       148       149       149
1      77      95        95        95        95        95        95        95
1      78      77        77        78        80        82        83        83
1      79     106       106       108       111       115       116       116
1      80      89        89        90        92        93        93        93
1      81     134       134       137       143       147       147       148
1      83      97        97        98       101       105       105       105
1      84     109       109       111       115       118       118       118
1      85     119       119       120       123       127       128       128
1      86     138       139       142       148       154       154       154
1      87      38        38        38        38        38        38        38
2       2     104       104       105       107       111       112       112
2       3      45        45        45        45        45        45        45
2       4     148       148       151       158       164       164       165
2       6      62        63        64        67        70        70        70
2       7     142       143       147       154       159       159       160
2       8     144       144       147       152       157       158       159
2       9     103       103       104       107       109       110       110
2      10     128       128       130       137       145       146       146
2      11     156       157       159       165       172       173       173
2      12      70        70        71        73        76        77        77
2      13     144       144       147       155       162       163       164
2      15     158       159       163       170       178       179       179
2      16     103       104       104       104       104       104       104
2      17      57        57        58        61        64        64        65
2      18     123       123       124       127       131       132       132
2      19      71        71        71        71        71        71        71
2      20      85        85        86        88        91        92        92
2      21      99        99       101       105       111       112       112
2      22     165       165       165       167       171       172       172
2      23     111       111       112       115       117       118       118
2      24     104       104       106       111       114       114       114
2      26     124       124       126       129       134       134       134
2      27      98        98       100       102       106       107       107
2      28     116       116       118       122       127       129       129
2      29     134       135       137       142       147       148       148
2      30      20        20        20        20        20        20        20
2      31      90        90        91        92        93        93        93
2      32      48        48        48        49        50        51        51
2      33     135       135       137       142       149       151       151
2      34      93        93        94        99       103       103       104
2      35     121       122       123       126       128       129       129
2      36     134       134       138       142       149       150       151
2      37     111       111       113       117       120       121       121
2      38      38        38        38        39        41        41        41
2      39      61        61        61        61        61        61        61
2      40      66        66        66        67        69        69        69
2      41     125       126       129       134       139       140       140
2      42      92        91        92        95        98        98        98
2      43      16        16        16        16        16        16        17
2      44     131       131       132       136       140       141       141
2      45     130       131       134       138       143       144       144
2      46      84        84        85        87        89        89        89
2      47     123       124       127       132       137       138       138
2      48     129       129       131       134       138       138       139
2      49      56        56        56        56        56        56        56
2      50     163       163       167       174       181       182       182
2      51      44        44        44        44        44        44        44
2      52     117       117       119       123       126       126       127
2      53     124       124       126       132       137       138       138
2      54     131       131       133       141       148       149       149
2      55      52        52        52        52        52        52        52
2      56      67        67        68        70        72        73        73
2      57      76        76        76        76        76        76        76
2      58      98        99       101       106       109       109       110
2      59      96        97        98       102       106       106       106
2      60     100       100       102       105       109       109       109
2      61      95        95        97        99       103       103       104
2      62      92        93        93        95        96        96        96
2      63     182       182       186       193       200       202       202
2      64      48        48        48        48        48        48        48
2      65     112       112       113       116       118       118       119
2      66      96        96        97       100       106       108       109
2      67      23        23        23        23        23        23        23
2      68     156       157       160       167       175       176       177
2      69      43        43        43        43        43        43        43
2      70     166       167       171       178       183       184       184
2      71      50        50        50        50        50        50        50
2      72     131       131       133       138       144       145       145
2      73      51        51        51        51        51        51        51
2      74     113       113       115       119       124       124       125
2      75      94        94        95        99       103       103       104
2      76     145       146       148       153       159       162       162
2      77      92        92        93        95        97        97        97
2      78     110       110       110       113       117       118       119
2      79     117       118       120       123       126       127       127
2      80      66        66        66        66        67        67        67
2      82      70        70        71        74        77        77        78
2      83      88        88        89        93        97        97        98
2      84      73        73        74        75        77        77        77
2      85      59        59        59        60        60        60        60
2      86     104       104       105       110       114       116       116
2      87     162       162       165       171       178       180       180
2      88     108       109       109       110       113       114       114
2      89      68        68        68        68        68        68        68
2      90     134       135       137       142       149       150       150
2      91      80        80        81        84        88        88        88
3       2     129       129       132       137       143       144       144
3       3     123       123       126       131       137       139       139
3       4     117       117       120       122       126       126       127
3       5      95        95        95        95        95        95        95
3       6      90        90        91        94        98        98        99
3       7     156       156       159       160       165       167       167
3       8      81        81        82        84        87        87        87
3       9      19        19        19        19        19        19        19
3      10     103       103       106       110       113       113       113
3      11     131       131       131       133       136       137       137
3      12      79        79        80        82        85        86        86
3      13      61        61        61        62        64        64        64
3      14      82        82        82        84        86        86        86
3      15      84        84        85        88        91        92        92
3      16     117       117       117       120       124       125       125
3      17     101       101       101       102       105       105       106
3      18     156       156       159       164       169       170       170
3      19     124       124       126       130       135       136       136
3      20     147       147       150       155       161       162       162
3      21     140       140       142       146       152       152       152
3      22     136       136       140       146       152       153       153
3      23      80        80        80        80        81        82        82
3      24     115       117       117       121       125       126       126
3      25     124       124       127       132       138       138       139
3      27      95        95        97       100       104       104       104
3      28      85        85        85        88        90        91        91
3      29      63        63        63        64        66        66        66
3      30      84        83        85        87        89        90        90
3      31      97        97        97        98       101       101       101
3      32      53        53        53        53        53        53        55
3      33      88        88        89        90        92        92        93
3      34     110       110       112       114       118       119       119
3      35     102       102       104       107       112       113       113
3      36      66        66        67        69        71        72        72
3      37      36        36        36        36        36        36        37
3      38      85        85        86        88        91        91        91
3      39      81        81        82        83        86        86        86
3      40      60        60        61        62        63        64        64
3      42      93        93        94        96       100       101       101
3      43      98        97        98       101       104       104       104
3      44     113       113       115       119       122       122       123
3      45      32        32        32        32        32        32        32
3      46      94        94        95        97        99       100       100
3      47     146       146       148       152       158       159       159
3      48      38        38        38        38        38        38        38
3      49     127       127       129       132       137       139       139
3      50      79        79        79        80        83        83        84
3      51      97        97        97        98       100       100       100
3      52      74        74        74        76        78        78        78
3      53      67        67        67        67        68        68        68
3      55     160       160       163       168       175       175       176
3      56      58        58        58        58        58        58        60
3      57     137       137       137       139       144       145       145
3      58     136       137       139       142       146       147       147
3      59     188       189       191       196       201       202       202
3      60     124       124       126       129       133       134       134
3      61      73        73        74        75        76        76        75
3      62     142       143       145       151       157       158       158
3      63     141       142       145       151       156       157       157
3      64      64        64        64        64        65        66        66
3      65      85        85        86        88        92        92        93
3      66     105       105       106       108       110       110       111
3      67      89        90        90        92        92        92        93
3      68      96        96        98        99       100       100       100
3      69     150       150       152       155       161       162       163
3      70     113       113       113       116       121       122       122
3      71      40        40        40        40        40        40        40
3      72      77        77        77        77        78        78        78
3      73      41        41        41        41        42        42        42
3      74     113       113       114       117       121       121       122
3      75     126       126       127       130       133       133       133
3      76     174       174       175       181       187       188       188
3      77      90        90        91        93        96        96        96
3      78      98        98        99       101       104       104       104
3      79      95        95        95        97        98        98        98
3      80       8         8         8         8         8         8         8
3      82     151       151       154       161       166       167       167
3      83      54        54        54        55        56        57        57
3      84      99        99       101       104       109       109       109
3      85     134       134       136       141       146       146       147
3      86      79        79        79        79        80        81        81
3      87      44        44        44        44        44        44        44
3      88      73        72        73        74        76        76        77
3      89      95        95        96        97       100       100       100
3      90      99        99        99       101       104       104       105
3      91      85        85        86        88        90        90        90
3      92      89        89        89        91        93        93        93
3      93      95        95        96        97        99        99       100
3      94      84        84        84        84        85        85        85
3      95      91        91        92        94        97        97        97
3      96     122       123       124       127       130       130       130
3      97      92        92        92        93        94        94        94
4       1      71        71        72        75        79        80        80
4       2      85        85        85        86        87        87        87
4       3     106       106       108       111       113       113       113
4       5     137       137       139       142       147       147       147
4       6      92        92        92        93        95        95        95
4       7     103       103       104       107       110       111       111
4       8     119       119       122       127       133       133       133
4       9      84        84        84        84        84        84        84
4      10     116       116       118       122       128       130       130
4      11      80        80        80        81        84        84        84
4      12     126       126       129       135       140       141       141
4      13     144       144       147       153       159       160       159
4      14      35        35        35        35        35        35        35
4      16      62        62        62        62        62        62        62
4      17      64        64        64        64        64        64        64
4      18      88        88        89        92        96        96        96
4      19     131       132       134       139       143       143       143
4      20     136       136       138       142       147       148       148
4      21      67        66        66        67        67        67        67
4      22     165       165       170       177       184       185       185
4      23     142       142       144       151       159       159       160
4      24      70        70        71        72        72        72        72
4      25      67        67        68        69        71        71        71
4      26      33        33        33        33        33        33        33
4      27      82        82        83        85        87        87        88
4      28      77        77        77        78        79        79        79
4      29      81        81        81        82        82        82        82
4      30     160       161       165       173       181       181       182
4      31      88        88        88        88        88        88        88
4      32      55        55        55        55        55        55        55
4      33     132       132       133       134       135       135       135
4      34      85        85        85        87        90        90        90
4      35      95        95        96       103       101       102       102
4      36      89        89        90        92        95        95        95
4      37     170       170       173       179       187       187       187
4      38     136       136       138       144       149       150       150
4      39     114       114       116       118       120       120       120
4      40      77        77        77        78        78        78        78
4      41     128       128       130       136       143       144       144
4      42      39        39        39        39        39        39        39
4      43     186       186       188       193       200       201       201
4      44     136       136       139       144       151       152       152
4      45     148       148       152       159       166       166       166
4      46      40        40        40        40        40        40        40
4      47     147       148       151       155       159       160       160
4      48      32        32        32        32        32        32        32
4      49     110       110       111       114       118       118       118
4      50     141       142       146       153       161       161       162
4      51     167       167       170       178       187       188       188
4      52      69        69        69        70        71        71        71
4      53      90        90        91        92        93        93        93
4      54     122       123       125       130       136       137       137
4      55      53        53        53        53        53        53        53
4      56     104       104       104       105       105       105       105
4      57     100       100       102       104       109       109       110
4      58     191       191       196       203       210       211       211
4      59     189       189       192       197       202       203       203
4      60     112       112       113       115       117       118       118
4      61      94        94        94        94        94        94        94
4      62     115       115       115       116       119       119       119
4      63     165       165       168       176       186       187       187
4      64      63        63        64        64        64        64        64
4      65     140       141       144       149       154       155       155
4      66     115       115       118       122       127       127       128
4      67      90        91        92        94        98        99        99
4      68      66        66        66        67        69        69        69
4      69     142       142       145       150       157       157       157
4      70     143       143       146       152       160       161       161
4      71      73        73        73        74        75        75        75
4      72      53        54        54        54        54        54        54
4      73     127       128       132       137       144       145       145
4      75      73        73        74        76        78        78        78
4      76     107       107       110       116       122       122       123
4      77      69        69        69        71        73        73        73
4      78      68        68        69        69        69        69        69
4      79      59        59        59        60        61        61        61
4      80     140       140       145       153       160       161       161
4      81      53        53        53        54        56        56        56
4      82      43        43        43        43        43        43        43
4      83     199       199       204       214       225       227       227
4      84     122       123       125       129       134       134       134
4      86     122       122       124       128       133       135       135
4      87      82        82        82        83        84        84        84
4      88      74        74        74        76        78        78        79
4      89      72        72        74        78        81        81        81
4      90     253       254       259       271       282       284       284
5       3     134       135       138       144       152       153       153
5       4     129       129       131       136       142       143       143
5       5     111       111       112       116       122       123       123
5       6     186       186       190       197       206       208       209
5       7      72        72        72        73        74        74        74
5       9      70        70        70        71        72        72        72
5      10      59        59        60        60        61        61        61
5      11      47        47        47        47        47        47        47
5      12      88        88        90        93        97        97        98
5      13      67        67        67        67        67        68        68
5      14      39        39        39        39        39        39        39
5      15      79        79        79        80        82        82        82
5      16     104       104       104       104       104       104       104
5      17     158       158       159       163       170       171       171
5      18      37        37        37        37        37        37        37
5      19     123       123       125       128       132       133       133
5      21     108       108       110       113       117       118       118
5      22     123       123       123       126       131       131       131
5      23     254       254       257       262       270       271       271
5      24      93        93        94        96        99        99        99
5      25      83        83        84        85        87        87        88
5      26      65        65        65        65        65        65        65
5      27      87        87        87        88        91        91        92
5      28     141       141       141       144       147       147       147
5      29     109       109       111       113       117       117       117
5      30     100       100       101       103       107       107       107
5      31     135       135       137       142       149       150       150
5      32     103       103       104       107       112       112       112
5      33      59        59        60        60        62        62        62
5      34     123       123       123       124       127       127       127
5      35      95        95        95        96        98        98        98
5      36     136       136       139       146       155       155       155
5      37      82        82        82        83        85        85        85
5      38      93        93        93        93        94        94        94
5      39      97        97        97       100       105       106       106
5      40      90        90        90        92        94        94        95
5      41     125       125       126       130       135       136       136
5      42      90        90        91        92        93        93        93
5      43      83        83        83        83        83        83        83
5      44      45        45        45        45        45        45        45
5      45      83        83        84        85        88        88        88
5      46     127       127       129       134       140       142       142
5      47      68        68        69        70        72        72        72
5      48      94        94        94        96        99       100       100
5      49      78        79        79        79        80        80        80
5      50     113       113       114       115       119       119       119
5      51      74        74        75        77        78        78        79
5      52     155       155       157       161       166       168       168
5      53      88        88        88        90        94        95        95
5      54      90        90        92        95        98        98        98
5      55      73        73        74        75        77        77        77
5      56      98        98        99       103       107       108       108
5      57      72        72        72        73        74        74        74
5      58      77        77        78        80        83        84        84
5      59      93        93        94        96        99        99        99
5      60      74        74        74        76        78        78        78
5      61      56        56        57        58        60        60        60
5      62     104       104       106       108       111       112       112
5      63      71        71        71        71        73        73        73
5      64     145       146       149       152       160       162       164
5      65      40        40        40        40        40        40        40
5      66     115       115       118       122       127       128       128
5      67      89        89        90        91        95        95        95
5      68      62        62        62        64        64        64        65
5      69     102       102       103       105       109       109       109
5      70     136       137       139       144       150       151       151
5      71     110       110       112       113       115       116       116
5      72      93        93        93        95        98        99        99
5      73      93        93        95        98       103       103       104
5      74     115       115       117       121       126       127       127
5      75     161       161       164       169       179       181       181
5      77     114       114       117       120       126       126       127
5      78     143       143       144       146       150       151       151
5      79      41        42        41        41        41        41        41
5      80     118       118       121       125       130       131       131
5      81      64        64        64        64        64        64        64
5      82     127       127       130       133       137       138       138
5      83      82        82        84        86        90        90        90
5      84     186       186       188       190       200       201       201
5      85     115       116       118       121       125       126       126
5      86      89        89        91        92        94        94        94
5      87      61        61        61        61        61        61        61
5      88     140       140       142       147       156       156       157
5      89      51        51        51        51        51        51        51
5      90     107       107       109       111       116       117       117
5      91     100       100       101       102       105       105       105
5      92      74        74        74        74        75        75        75
5      93     152       152       153       157       162       163       163
5      94      73        73        73        73        73        73        73
5      95     118       118       119       122       126       127       127
5      96     138       139       142       147       154       155       155
5      98      83        83        83        84        87        88        88
5      99      77        77        77        78        79        79        79
5     100     114       114       116       120       124       125       125
5     101     156       156       158       161       166       166       167
